cluster,angle,major,minor,pixel,size,diameter,center_x,center_y,color_variance
272,0,0,0,2389,6792.57308116,92.99770243095514,1480.8647419003767,1369.608715362076,175.86228705201617
273,0,0,0,2455,6980.2289302,94.27355676559074,1429.0074512423625,1432.4629592668023,229.36652262102777
274,0,0,0,11772,33470.97961968,206.437823212708,440.53507648657825,1501.3405131838258,561.3717997254207
275,0,0,0,5308,15092.07949552,138.62118317913308,268.7830755086661,1406.3797480030144,3643.8927402808404
276,0,0,0,1559,4432.65861596,75.12546996958693,2552.1583391917893,1364.6430660679923,77.3230804931205
277,0,0,0,1341,3812.82566004,69.67524960517814,679.9522911260253,1381.8465583892619,40.192293640426605
278,0,0,0,1492,4242.15949648,73.4934366184637,1164.1504457104556,1419.2040179624664,25.397502946905394
279,0,0,0,8229,23397.27245076,172.59876165039606,2527.967063920282,1532.8445257990033,839.474052630734
280,0,0,0,2180,6198.3295591999995,88.83669459223654,1028.4698444954126,1414.0952761467888,49.3764876693881
281,0,0,0,7274,20681.94918056,162.27469167708188,2451.2825349188893,1495.3133047841627,1975.115073996983
282,0,0,0,5408,15376.40653952,139.92086642828232,1999.6826018860947,1439.5146770710057,495.3494269939778
