cluster,angle,major,minor,pixel,size,diameter,center_x,center_y,color_variance
283,0,0,0,2605,7406.7194962,97.11090649006806,1048.4888694049903,1447.5344105182342,39.35966431010791
284,0,0,0,6677,18984.51672788,155.4729476006132,1284.7467664819528,1539.636970825221,1032.8842621927624
285,0,0,0,7345,20883.8213818,163.06473324570672,2281.504358475153,1459.2193438801905,214.50333873503737
286,0,0,0,4811,13678.97408684,131.9720074060111,876.3252549158178,1542.2582432342547,475.2635486274116
287,0,0,0,2629,7474.95798676,97.55722476565624,2393.075051198174,1443.028024648155,23.16294900154681
288,0,0,0,5443,15475.92100492,140.37291268140618,1032.8444335476759,1497.2312866066507,268.3524239602523
289,0,0,0,8470,24082.5006268,175.1079442348379,1247.8071115938606,1497.609977048406,1111.6274838481256
290,0,0,0,3358,9547.70213752,110.25657315027937,1723.1075938058368,1487.2841379988088,352.73704923057164
291,0,0,0,3801,10807.27094244,117.30406955677991,2209.9614018942384,1529.1908688766114,114.71524331271331
292,0,0,0,5270,14984.0352188,138.1240970297383,1463.1954105502846,1563.3320133586337,925.6702059921722
293,0,0,0,2445,6951.7962258,94.08135767318207,2178.8924676482616,1536.5640602862986,18.787569473195582
294,0,0,0,4000,11373.08176,120.33560338627211,1911.24067355,1572.111708,1686.7539859375001
295,0,0,0,2210,6283.6276724,89.44586763451873,1604.1148684162895,1462.198630316742,56.78296185581786
296,0,0,0,5200,14785.006288,137.20369774550406,1854.2379367307692,1506.6044593461538,21.63801889792899
297,0,0,0,1471,4182.45081724,72.97439122335908,424.42032277362335,1471.278850849762,39.89043926979847
298,0,0,0,1498,4259.21911912,73.64106335568253,1725.981037516689,1462.8111433911881,134.29098566669222
299,0,0,0,5054,14369.888803759999,135.26385577231744,1668.9683305104866,1579.7959089038386,1135.8983690429081
300,0,0,0,2123,6036.26314412,87.66760483508712,257.31666161092795,1502.0205756005653,21.25467808886766
301,0,0,0,4399,12507.54666556,126.19470282944295,303.85599986360535,1529.9008744260059,243.94723665988485
302,0,0,0,7872,22382.22490368,168.81331063195682,2028.7528580538617,1555.3627039634146,3977.0423795301813
303,0,0,0,2310,6567.9547164,91.4471414148649,957.8229163636363,1495.3082908225108,28.34668859279249
304,0,0,0,1622,4611.78465368,76.62836676367397,743.5476668310727,1525.9163981504316,46.30243864799817
305,0,0,0,3284,9337.30012496,109.03494742585814,1384.662358282582,1545.2097528014615,1211.6150950016395
306,0,0,0,1552,4412.75572288,74.95662137281279,1432.4692722938144,1534.9993586340206,717.6429681687746
307,0,0,0,12619,35879.22968236,213.73547685449034,867.6445725334813,1620.0474837150327,1631.0408137355105
308,0,0,0,7914,22501.64226216,169.26305193297824,78.49352618145059,1603.018820773313,1651.6008274987196
309,0,0,0,2101,5973.71119444,87.21218562556571,238.1442491194669,1575.0295803902902,4518.476612188706
310,0,0,0,2933,8339.31220052,103.04339896176985,1822.7821999999999,1645.9209190589838,112.34837847511345
311,0,0,0,3951,11233.76150844,119.59627665052763,636.2500775499874,1632.7550139711464,1323.9926226110401
312,0,0,0,4331,12314.20427564,125.21554155012734,476.52494772569844,1609.6369424151467,700.558446697841
313,0,0,0,3576,10167.53509344,113.77920615582768,1567.159278243848,1576.5201402125278,432.5103811640117
314,0,0,0,1540,4378.6364776,74.66627830085145,1737.0838223376622,1583.9396345454545,83.95219261258221
315,0,0,0,5475,15566.905659,140.7849419298825,2264.8299243835613,1617.7947927671232,907.5001757594712
316,0,0,0,1842,5237.30415048,81.65992133352036,605.0135032573289,1592.6781484256242,169.26068092676488
317,0,0,0,5745,16334.5886778,144.21457711187944,2388.8578842123584,1642.3059686684073,570.3349385131506
318,0,0,0,2174,6181.26993656,88.71435802569279,1371.6546697332108,1600.184409475621,119.87997590491965
319,0,0,0,5116,14546.17157104,136.09100215940265,1256.3742385066457,1681.8312390539484,723.8767126511684
320,0,0,0,2227,6331.96326988,89.78923115286032,1850.8388416704086,1664.5822648405926,76.101499154456
321,0,0,0,3308,9405.53861552,109.43264460303277,2165.2072140266023,1655.7260638452237,415.51690636016315
322,0,0,0,1557,4426.97207508,75.07726626236558,1152.4597605651895,1628.2389055876686,126.6956166631398
323,0,0,0,3682,10468.92176008,115.45321639379432,1857.3653285171101,1666.9973785442694,612.3034393577872
324,0,0,0,4569,12990.90264036,128.60999558164517,1045.1362103742613,1660.9051547384547,143.7828264081008
325,0,0,0,2241,6371.76905604,90.07101826930773,2524.540115484159,1663.3704622043729,152.39771759953695
327,0,0,0,4481,12740.69484164,127.36544468488833,230.46527029680874,1672.318671769694,2069.540502010995
328,0,0,0,3723,10585.49584812,116.09423721467084,1550.9326102605426,1664.0402612409346,456.5611155084267
329,0,0,0,1584,4503.74037696,75.72542734884973,696.9637311868687,1648.7597599747476,769.8909450406846
330,0,0,0,1594,4532.17308136,75.96408355776937,2311.2904191969883,1646.8355869510663,504.04578689848546
331,0,0,0,4165,11842.2213826,122.79244505194379,443.9301046818727,1683.6773800240096,17.41032954838598
332,0,0,0,3330,9468.0905652,109.79593490082652,2131.944691351351,1685.6095768168168,154.27141916691465
333,0,0,0,2766,7864.48603704,100.06685076176252,2018.684989154013,1684.9850337671728,51.047549287939646
334,0,0,0,1998,5680.85433912,85.04756547043498,869.0090790790791,1677.2921716716717,18.654997339682026
335,0,0,0,3802,10810.11421288,117.31949922729147,1669.5180623882165,1690.7379269857968,51.420524885017194
336,0,0,0,2239,6366.08251516,90.03081696479711,2450.595353550692,1695.1785066547563,118.4174628938739
337,0,0,0,3606,10252.83320664,114.25547113494335,90.90937343316693,1695.6826538546866,498.54294461778585
339,0,0,0,2055,5842.9207541999995,86.25217539866019,344.5837907542579,1695.561487007299,6.9795348121311145
